'word-id', 'word', missing frequency in 'title-raw_tokenized'
16121, INTeraction, 1
16123, single-parameter, 1
16128, orientation-dependent, 1
16132, Calpha, 1
16133, Cbeta, 1
16135, hmmstr, 1
16136, proteins1, 1
16140, distance-scaled, 1
16141, ideal-gas, 1
16142, structure-derived, 1
16145, Proteinsâ, 1
16151, Atomic-Level, 1
16153, 1-microsecond, 1
16157, 150-ps, 1
16161, bio3d, 1
16162, ifold, 1
16164, proteinâligand, 1
16165, Coarse-Graining, 1
16167, statistical-mechanical, 1
16174, 'stemness, 1
16187, RDC-Derived, 1
16190, E-MAPs, 1
16193, G-protein-interacting, 1
16202, protein-interaction, 1
16203, bZIP-binding, 1
16205, Object-Recognition, 1
16208, Co-Regulates, 1
16209, protein-dna, 1
16212, miRNA-, 1
16216, RepressorÂ, 1
16222, Backbone-Only, 1
16231, webometrics, 2
16255, docking/scoring, 1
16257, Counterpublics, 1
16260, tasktracer, 1
16265, post-WIMP, 1
16269, topic-sensitive, 1
16274, stimulated-emission-depletion, 1
16276, Eigentrust, 1
16278, simrank, 1
16280, structural-context, 1
16290, link-structure, 1
16301, ProtÃ©gÃ©, 1
16304, web-snippet, 1
16341, WordNet-based, 1
16346, component-, 1
16359, affine-invariant, 1
16366, entity-topic, 1
16383, locality-sensitive, 1
16385, p-Stable, 1
16388, semrank, 1
16411, briggsae-C., 1
16418, Boom-boxes, 1
16426, âit, 1
16427, doesâ, 1
16435, transposon-derived, 1
16437, variance-stabilizing, 1
16452, pyrosequencing-tailored, 1
16453, harvana, 1
16454, informetrics, 1
16455, themeriver, 1
16478, nanolaser, 1
16479, spaser-based, 1
16483, MAGE-ML, 1
16486, Spike-Train, 1
16495, Intrusion-Detection, 1
16499, Saliency-Based, 1
16502, mixed-strategy, 1
16508, saliency-based, 1
16513, pfinder, 1
16517, expectation-propagation, 1
16529, extra-classical, 1
16530, receptive-field, 1
16532, information-maximization, 1
16534, word-recognition, 1
16546, uncertainty-based, 1
16549, stimulus-specific, 1
16563, spike-timing-dependent, 2
16570, MEG/EEG, 1
16571, akaike, 1
16587, auxin-driven, 1
16594, orientation-selective, 1
16597, Communication-Based, 1
16609, Vector-Space, 1
16614, Cortex-Like, 1
16616, lda-based, 1
16623, ON-, 1
16624, OFF-center, 1
16627, Mycolic, 1
16628, Anti-Tubercular, 1
16646, cell-centered, 1
16659, transcriptome-wide, 1
16660, browserank, 1
16670, 'Participation, 1
16685, iPS189, 1
16687, libannotationsbml, 1
16689, Phase-of-Firing, 1
16709, 'breaking, 1
16710, position-invariant, 1
16715, Artefact-mediated, 1
16725, Deliberation-Without-Attention, 1
16740, prototype-referenced, 1
16747, dbsnp, 1
16751, peekaboom, 1
16766, Frontoparietal, 1
16781, microRNA-binding, 1
16782, 5â², 1
16783, 3â², 1
16794, Monoallelic, 1
16795, Autosomes, 1
16796, ultraconservation, 1
16799, Cis-Acting, 1
16803, Tegmental, 1
16818, Human-Based, 1
16825, mir2disease, 1
16830, mono-, 1
16831, tri-methylation, 1
16846, tfcat, 1
16850, microRNA-offset, 1
16851, promoterome, 1
16853, deepCAGE, 1
16857, Base-Substitution, 1
16858, Deep-Rooting, 1
16867, Argonaute/EIF2C-miRNA, 1
16882, coding-independent, 1
16884, Participant-Driven, 1
16887, line-1, 1
16888, Retrotransposition, 1
16894, Cis-, 1
16895, Trans-Regulation, 1
16897, Enhancer-like, 1
16900, riboregulators, 1
16902, geneâmetabolic, 1
16912, GOstats, 1
16916, cross-laboratory, 1
16922, agemap, 1
16924, microRNA.org, 1
16925, microrna-373, 1
16927, trans-regulatory, 1
16929, pseudogene-derived, 1
16943, expressionâbased, 1
16946, mrna-seq, 1
16947, whole-transcriptome, 1
16951, mirz, 1
16954, 32UTRs, 1
16964, mimirna, 1
16980, contactmap, 1
16993, TopicShop, 1
16999, Micromobilization, 1
17002, Connection-Centric, 1
17003, technopoly, 1
17022, context-mediated, 1
17026, Socialbilty, 1
17059, givealink, 1
17069, autotagging, 1
17070, sweetwiki, 1
17075, Hyperpersonal, 1
17076, infotopia, 1
17078, awaremedia, 1
17082, ontowiki, 1
17096, Non-Users, 1
17099, people-tagging, 1
17116, TeamSCOPE, 1
17121, wikidashboard, 1
17130, x.qui.site, 1
17132, spartag.us, 1
17141, paxos, 1
17142, np-complete, 1
17145, Pattern/Many, 1
17156, Meta-Heuristic, 1
17163, MesoRD, 1
17178, frequencies1, 1
17205, block-sorting, 1
17207, r-trees, 1
17208, -Tree, 1
17211, X-Tree, 1
17214, Quickhull, 1
17221, semtag, 1
17224, pseudorandomness, 1
17230, Gossip-Based, 1
17233, orthologid, 1
17241, wordNet, 1
17243, Adaptive-Support, 1
17258, Item-Based, 1
17259, Top-N, 1
17264, linear-threshold, 1
17267, agbnp, 1
17279, PSSM-based, 1
17281, cluster-buster, 1
17285, cache-oblivious, 1
17286, cismodule, 1
17291, map-reduce-merge, 1
17294, column-stores, 1
17295, row-stores, 1
17298, Two-Qubit, 1
17301, rpsph, 1
17311, info-savvy, 1
17315, locationâaided, 1
17332, Discrete-Choice, 1
17333, pubmatrix, 1
17334, medminer, 1
17336, Co-training, 1
17351, User-Subjective, 1
17356, graphcut, 1
17358, taskview, 1
17367, borrowed-virtual-time, 1
17414, chromatin-immunoprecipitation, 1
17415, colloidosomes, 1
17439, bioclimate, 1
17453, coolstreaming/donet, 1
17457, oreganno, 1
17459, literature-derived, 1
17473, Hayden/Que, 1
17479, libx, 1
17495, identification-categorization, 1
17502, Webpublishing, 1
17506, Hippocampal-Parietal, 1
17521, svm-knn, 1
17531, KobrA, 1
17532, QADA, 1
17533, newsjunkie, 1
17554, heterogeneity/diversity, 1
17558, cilk, 1
17567, computerbasierten, 1
17570, Netzwerken, 1
17574, ontologywidget, 1
17579, ligandscout, 1
17582, Pharmacophores, 1
17583, Protein-Bound, 1
17598, Cell-Specific, 1
17607, Protein-Bilayer, 1
17611, TRECVid, 1
17616, topigraphy, 1
17618, microrna-encoding, 1
17621, hyper-heuristics, 1
17622, biotroph, 1
17623, gridbatch, 1
17635, microRNA-101, 1
17643, Argonaute-containing, 1
17644, pseudocounts, 1
17645, crossregulation, 1
17648, DGCR8, 1
17659, ohnologs, 1
17661, Internetics, 1
